Name_1,TotalCases,ActiveCases,Recovered,Death,Date,Time,NewCases,NoNewCasesSince
Odisha,83,50,32,1,2020-04-23,23:55:17,1,0
Puducherry,7,4,3,0,2020-04-23,23:55:17,0,12
Punjab,277,196,65,16,2020-04-23,23:55:17,26,0
Rajasthan,1890,1633,230,27,2020-04-23,23:55:17,89,0
Tamil Nadu,1629,949,662,18,2020-04-23,23:55:17,33,0
Telengana,960,739,197,24,2020-04-23,23:55:17,15,0
Tripura,2,1,1,0,2020-04-23,23:55:17,0,12
Uttarakhand,46,23,23,0,2020-04-23,23:55:17,0,2
Uttar Pradesh,1509,1301,187,21,2020-04-23,23:55:17,97,0
West Bengal,456,362,79,15,2020-04-23,23:55:17,33,0
Andaman and Nicobar Islands,22,11,11,0,2020-04-24,23:59:27,4,0
Andhra Pradesh,955,781,145,29,2020-04-24,23:59:27,60,0
Arunachal Pradesh,1,0,1,0,2020-04-24,23:59:27,0,21
Assam,36,16,19,1,2020-04-24,23:59:27,1,0
Bihar,176,128,46,2,2020-04-24,23:59:27,28,0
Chandigarh,27,13,14,0,2020-04-24,23:59:27,0,2
Chhattisgarh,36,8,28,0,2020-04-24,23:59:27,0,7
Delhi,2376,1518,808,50,2020-04-24,23:59:27,128,0
Goa,7,0,7,0,2020-04-24,23:59:27,0,19
Gujarat,2624,2254,258,112,2020-04-24,23:59:27,217,0
Haryana,272,113,156,3,2020-04-24,23:59:27,10,0
Himachal Pradesh,40,21,18,1,2020-04-24,23:59:27,0,1
Jammu and Kashmir,427,330,92,5,2020-04-24,23:59:27,20,0
Jharkhand,55,44,8,3,2020-04-24,23:59:27,6,0
Karnataka,463,295,150,18,2020-04-24,23:59:27,20,0
Kerala,448,121,324,3,2020-04-24,23:59:27,10,0
Ladakh,18,4,14,0,2020-04-24,23:59:27,0,7
Madhya Pradesh,1852,1566,203,83,2020-04-24,23:59:27,157,0
Maharashtra,6430,5307,840,283,2020-04-24,23:59:27,778,0
Manipur,2,0,2,0,2020-04-24,23:59:27,0,15
Meghalaya,12,11,0,1,2020-04-24,23:59:27,0,2
Mizoram,1,1,0,0,2020-04-24,23:59:27,0,30
Odisha,90,56,33,1,2020-04-24,23:59:27,7,0
Puducherry,7,4,3,0,2020-04-24,23:59:27,0,13
Punjab,277,196,65,16,2020-04-24,23:59:27,0,1
Rajasthan,1964,1707,230,27,2020-04-24,23:59:27,74,0
Tamil Nadu,1683,911,752,20,2020-04-24,23:59:27,54,0
Telengana,984,705,253,26,2020-04-24,23:59:27,24,0
Tripura,2,1,1,0,2020-04-24,23:59:27,0,13
Uttarakhand,47,23,24,0,2020-04-24,23:59:27,1,0
Uttar Pradesh,1604,1374,206,24,2020-04-24,23:59:27,95,0
West Bengal,514,396,103,15,2020-04-24,23:59:27,58,0
Andaman and Nicobar Islands,27,16,11,0,2020-04-25,23:55:53,5,0
Andhra Pradesh,1061,859,171,31,2020-04-25,23:55:53,106,0
Arunachal Pradesh,1,0,1,0,2020-04-25,23:55:53,0,22
Assam,36,16,19,1,2020-04-25,23:55:53,0,1
Bihar,228,180,46,2,2020-04-25,23:55:53,52,0
Chandigarh,28,13,15,0,2020-04-25,23:55:53,1,0
Chhattisgarh,36,6,30,0,2020-04-25,23:55:53,0,8
Delhi,2514,1604,857,53,2020-04-25,23:55:53,138,0
Goa,7,0,7,0,2020-04-25,23:55:53,0,20
Gujarat,2815,2423,265,127,2020-04-25,23:55:53,191,0
Haryana,272,113,156,3,2020-04-25,23:55:53,0,1
Himachal Pradesh,40,21,18,1,2020-04-25,23:55:53,0,2
Jammu and Kashmir,454,340,109,5,2020-04-25,23:55:53,27,0
Jharkhand,59,47,9,3,2020-04-25,23:55:53,4,0
Karnataka,489,318,153,18,2020-04-25,23:55:53,26,0
Kerala,451,116,331,4,2020-04-25,23:55:53,3,0
Ladakh,20,6,14,0,2020-04-25,23:55:53,2,0
Madhya Pradesh,1952,1650,210,92,2020-04-25,23:55:53,100,0
Maharashtra,6817,5559,957,301,2020-04-25,23:55:53,387,0
Manipur,2,0,2,0,2020-04-25,23:55:53,0,16
Meghalaya,12,11,0,1,2020-04-25,23:55:53,0,3
Mizoram,1,1,0,0,2020-04-25,23:55:53,0,31
Odisha,94,60,33,1,2020-04-25,23:55:53,4,0
Puducherry,7,4,3,0,2020-04-25,23:55:53,0,14
Punjab,298,214,67,17,2020-04-25,23:55:53,21,0
Rajasthan,2034,1777,230,27,2020-04-25,23:55:53,70,0
Tamil Nadu,1755,867,866,22,2020-04-25,23:55:53,72,0
Telengana,984,705,253,26,2020-04-25,23:55:53,0,1
Tripura,2,1,1,0,2020-04-25,23:55:53,0,14
Uttarakhand,48,23,25,0,2020-04-25,23:55:53,1,0
Uttar Pradesh,1778,1504,248,26,2020-04-25,23:55:53,174,0
West Bengal,571,450,103,18,2020-04-25,23:55:53,57,0
Andaman and Nicobar Islands,33,22,11,0,2020-04-26,23:58:43,6,0
Andhra Pradesh,1097,835,231,31,2020-04-26,23:58:43,36,0
Arunachal Pradesh,1,0,1,0,2020-04-26,23:58:43,0,23
Assam,36,16,19,1,2020-04-26,23:58:43,0,2
Bihar,251,203,46,2,2020-04-26,23:58:43,23,0
Chandigarh,30,13,17,0,2020-04-26,23:58:43,2,0
Chhattisgarh,37,5,32,0,2020-04-26,23:58:43,1,0
Delhi,2625,1702,869,54,2020-04-26,23:58:43,111,0
Goa,7,0,7,0,2020-04-26,23:58:43,0,21
Gujarat,3071,2656,282,133,2020-04-26,23:58:43,256,0
Haryana,289,110,176,3,2020-04-26,23:58:43,17,0
Himachal Pradesh,40,17,22,1,2020-04-26,23:58:43,0,3
Jammu and Kashmir,494,376,112,6,2020-04-26,23:58:43,40,0
Jharkhand,67,51,13,3,2020-04-26,23:58:43,8,0
Karnataka,501,306,177,18,2020-04-26,23:58:43,12,0
Kerala,458,116,338,4,2020-04-26,23:58:43,7,0
Ladakh,20,6,14,0,2020-04-26,23:58:43,0,1
Madhya Pradesh,2096,1787,210,99,2020-04-26,23:58:43,144,0
Maharashtra,7628,6229,1076,323,2020-04-26,23:58:43,811,0
Manipur,2,0,2,0,2020-04-26,23:58:43,0,17
Meghalaya,12,11,0,1,2020-04-26,23:58:43,0,4
Mizoram,1,1,0,0,2020-04-26,23:58:43,0,32
Odisha,103,68,34,1,2020-04-26,23:58:43,9,0
Puducherry,7,4,3,0,2020-04-26,23:58:43,0,15
Punjab,298,214,67,17,2020-04-26,23:58:43,0,1
Rajasthan,2083,1557,493,33,2020-04-26,23:58:43,49,0
Tamil Nadu,1821,838,960,23,2020-04-26,23:58:43,66,0
Telengana,991,685,280,26,2020-04-26,23:58:43,7,0
Tripura,2,0,2,0,2020-04-26,23:58:43,0,15
Uttarakhand,50,24,26,0,2020-04-26,23:58:43,2,0
Uttar Pradesh,1843,1525,289,29,2020-04-26,23:58:43,65,0
West Bengal,611,488,105,18,2020-04-26,23:58:43,40,0
Andaman and Nicobar Islands,33,22,11,0,2020-04-27,23:52:04,0,1
Andhra Pradesh,1177,911,235,31,2020-04-27,23:52:04,80,0
Arunachal Pradesh,1,0,1,0,2020-04-27,23:52:04,0,24
Assam,36,8,27,1,2020-04-27,23:52:04,0,3
Bihar,277,219,56,2,2020-04-27,23:52:04,26,0
Chandigarh,30,13,17,0,2020-04-27,23:52:04,0,1
Chhattisgarh,37,5,32,0,2020-04-27,23:52:04,0,1
Delhi,2918,1987,877,54,2020-04-27,23:52:04,293,0
Goa,7,0,7,0,2020-04-27,23:52:04,0,22
Gujarat,3301,2837,313,151,2020-04-27,23:52:04,230,0
Haryana,289,110,176,3,2020-04-27,23:52:04,0,1
Himachal Pradesh,40,17,22,1,2020-04-27,23:52:04,0,4
Jammu and Kashmir,523,380,137,6,2020-04-27,23:52:04,29,0
Jharkhand,82,66,13,3,2020-04-27,23:52:04,15,0
Karnataka,511,303,188,20,2020-04-27,23:52:04,10,0
Kerala,469,123,342,4,2020-04-27,23:52:04,11,0
Ladakh,20,6,14,0,2020-04-27,23:52:04,0,2
Madhya Pradesh,2168,1760,302,106,2020-04-27,23:52:04,72,0
Maharashtra,8068,6538,1188,342,2020-04-27,23:52:04,440,0
Manipur,2,0,2,0,2020-04-27,23:52:04,0,18
Meghalaya,12,11,0,1,2020-04-27,23:52:04,0,5
Mizoram,1,1,0,0,2020-04-27,23:52:04,0,33
Odisha,108,72,35,1,2020-04-27,23:52:04,5,0
Puducherry,8,5,3,0,2020-04-27,23:52:04,1,0
Punjab,313,224,71,18,2020-04-27,23:52:04,15,0
Rajasthan,2185,1626,518,41,2020-04-27,23:52:04,102,0
Tamil Nadu,1885,841,1020,24,2020-04-27,23:52:04,64,0
Telengana,1002,696,280,26,2020-04-27,23:52:04,11,0
Tripura,2,0,2,0,2020-04-27,23:52:04,0,16
Uttarakhand,51,18,33,0,2020-04-27,23:52:04,1,0
Uttar Pradesh,1955,1589,335,31,2020-04-27,23:52:04,112,0
West Bengal,649,524,105,20,2020-04-27,23:52:04,38,0
Andaman and Nicobar Islands,33,22,11,0,2020-04-28,23:50:48,0,2
Andhra Pradesh,1259,970,258,31,2020-04-28,23:50:48,82,0
Arunachal Pradesh,1,0,1,0,2020-04-28,23:50:48,0,25
Assam,38,10,27,1,2020-04-28,23:50:48,2,0
Bihar,346,287,57,2,2020-04-28,23:50:48,69,0
Chandigarh,40,23,17,0,2020-04-28,23:50:48,10,0
Chhattisgarh,37,5,32,0,2020-04-28,23:50:48,0,2
Delhi,3108,2177,877,54,2020-04-28,23:50:48,190,0
Goa,7,0,7,0,2020-04-28,23:50:48,0,23
Gujarat,3548,2992,394,162,2020-04-28,23:50:48,247,0
Haryana,296,110,183,3,2020-04-28,23:50:48,7,0
Himachal Pradesh,40,17,22,1,2020-04-28,23:50:48,0,5
Jammu and Kashmir,546,375,164,7,2020-04-28,23:50:48,23,0
Jharkhand,103,83,17,3,2020-04-28,23:50:48,21,0
Karnataka,520,302,198,20,2020-04-28,23:50:48,9,0
Kerala,482,123,355,4,2020-04-28,23:50:48,13,0
Ladakh,22,6,16,0,2020-04-28,23:50:48,2,0
Madhya Pradesh,2368,1894,361,113,2020-04-28,23:50:48,200,0
Maharashtra,8590,6939,1282,369,2020-04-28,23:50:48,522,0
Manipur,2,0,2,0,2020-04-28,23:50:48,0,19
Meghalaya,12,11,0,1,2020-04-28,23:50:48,0,6
Mizoram,1,1,0,0,2020-04-28,23:50:48,0,34
Odisha,118,80,37,1,2020-04-28,23:50:48,10,0
Puducherry,8,5,3,0,2020-04-28,23:50:48,0,1
Punjab,313,224,71,18,2020-04-28,23:50:48,0,1
Rajasthan,2262,1547,669,46,2020-04-28,23:50:48,77,0
Tamil Nadu,1937,812,1101,24,2020-04-28,23:50:48,52,0
Telengana,1004,657,321,26,2020-04-28,23:50:48,2,0
Tripura,2,0,2,0,2020-04-28,23:50:48,0,17
Uttarakhand,51,18,33,0,2020-04-28,23:50:48,0,1
Uttar Pradesh,2043,1612,400,31,2020-04-28,23:50:48,88,0
West Bengal,697,568,109,20,2020-04-28,23:50:48,48,0
Andaman and Nicobar Islands,33,18,15,0,2020-04-29,17:22:38,0,3
Andhra Pradesh,1259,970,258,31,2020-04-29,17:22:38,0,1
Arunachal Pradesh,1,0,1,0,2020-04-29,17:22:38,0,26
Assam,38,10,27,1,2020-04-29,17:22:38,0,1
Bihar,366,300,64,2,2020-04-29,17:22:38,20,0
Chandigarh,56,39,17,0,2020-04-29,17:22:38,16,0
Chhattisgarh,38,4,34,0,2020-04-29,17:22:38,1,0
Delhi,3314,2182,1078,54,2020-04-29,17:22:38,206,0
Goa,7,0,7,0,2020-04-29,17:22:38,0,24
Gujarat,3744,3129,434,181,2020-04-29,17:22:38,196,0
Haryana,310,98,209,3,2020-04-29,17:22:38,14,0
Himachal Pradesh,40,14,25,1,2020-04-29,17:22:38,0,6
Jammu and Kashmir,565,381,176,8,2020-04-29,17:22:38,19,0
Jharkhand,103,83,17,3,2020-04-29,17:22:38,0,1
Karnataka,523,296,207,20,2020-04-29,17:22:38,3,0
Kerala,485,122,359,4,2020-04-29,17:22:38,3,0
Ladakh,22,6,16,0,2020-04-29,17:22:38,0,1
Madhya Pradesh,2387,1890,377,120,2020-04-29,17:22:38,19,0
Maharashtra,9318,7530,1388,400,2020-04-29,17:22:38,728,0
Manipur,2,0,2,0,2020-04-29,17:22:38,0,20
Meghalaya,12,11,0,1,2020-04-29,17:22:38,0,7
Mizoram,1,1,0,0,2020-04-29,17:22:38,0,35
Odisha,118,79,38,1,2020-04-29,17:22:38,0,1
Puducherry,8,5,3,0,2020-04-29,17:22:38,0,2
Punjab,322,232,71,19,2020-04-29,17:22:38,9,0
Rajasthan,2364,1545,768,51,2020-04-29,17:22:38,102,0
Tamil Nadu,2058,865,1168,25,2020-04-29,17:22:38,121,0
Telengana,1004,657,321,26,2020-04-29,17:22:38,0,1
Tripura,2,0,2,0,2020-04-29,17:22:38,0,18
Uttarakhand,54,21,33,0,2020-04-29,17:22:38,3,0
Uttar Pradesh,2053,1557,462,34,2020-04-29,17:22:38,10,0
West Bengal,725,584,119,22,2020-04-29,17:22:38,28,0
Andaman and Nicobar Islands,33,18,15,0,2020-04-30,23:50:32,0,4
Andhra Pradesh,1403,1051,321,31,2020-04-30,23:50:32,144,0
Arunachal Pradesh,1,0,1,0,2020-04-30,23:50:32,0,27
Assam,42,12,29,1,2020-04-30,23:50:32,4,0
Bihar,403,336,65,2,2020-04-30,23:50:32,37,0
Chandigarh,56,39,17,0,2020-04-30,23:50:32,0,1
Chhattisgarh,38,2,36,0,2020-04-30,23:50:32,0,1
Delhi,3439,2291,1092,56,2020-04-30,23:50:32,125,0
Goa,7,0,7,0,2020-04-30,23:50:32,0,25
Gujarat,4082,3358,527,197,2020-04-30,23:50:32,338,0
Haryana,310,98,209,3,2020-04-30,23:50:32,0,1
Himachal Pradesh,40,14,25,1,2020-04-30,23:50:32,0,7
Jammu and Kashmir,581,381,192,8,2020-04-30,23:50:32,16,0
Jharkhand,107,85,19,3,2020-04-30,23:50:32,4,0
Karnataka,557,313,223,21,2020-04-30,23:50:32,34,0
Kerala,496,123,369,4,2020-04-30,23:50:32,11,0
Ladakh,22,6,16,0,2020-04-30,23:50:32,0,2
Madhya Pradesh,2660,2069,461,130,2020-04-30,23:50:32,273,0
Maharashtra,9915,7890,1593,432,2020-04-30,23:50:32,597,0
Manipur,2,0,2,0,2020-04-30,23:50:32,0,21
Meghalaya,12,11,0,1,2020-04-30,23:50:32,0,8
Mizoram,1,1,0,0,2020-04-30,23:50:32,0,36
Odisha,128,88,39,1,2020-04-30,23:50:32,10,0
Puducherry,8,3,5,0,2020-04-30,23:50:32,0,3
Punjab,357,248,90,19,2020-04-30,23:50:32,35,0
Rajasthan,2438,1619,768,51,2020-04-30,23:50:32,74,0
Tamil Nadu,2162,925,1210,27,2020-04-30,23:50:32,104,0
Telengana,1012,619,367,26,2020-04-30,23:50:32,8,0
Tripura,2,0,2,0,2020-04-30,23:50:32,0,19
Uttarakhand,55,19,36,0,2020-04-30,23:50:32,1,0
Uttar Pradesh,2203,1651,513,39,2020-04-30,23:50:32,150,0
West Bengal,758,612,124,22,2020-04-30,23:50:32,33,0
Andaman and Nicobar Islands,33,17,16,0,2020-05-01,23:52:00,0,5
Andhra Pradesh,1463,1027,403,33,2020-05-01,23:52:00,60,0
Arunachal Pradesh,1,0,1,0,2020-05-01,23:52:00,0,28
Assam,42,12,29,1,2020-05-01,23:52:00,0,1
Bihar,426,342,82,2,2020-05-01,23:52:00,23,0
Chandigarh,56,39,17,0,2020-05-01,23:52:00,0,2
Chhattisgarh,40,4,36,0,2020-05-01,23:52:00,2,0
Delhi,3515,2362,1094,59,2020-05-01,23:52:00,76,0
Goa,7,0,7,0,2020-05-01,23:52:00,0,26
Gujarat,4395,3568,613,214,2020-05-01,23:52:00,313,0
Haryana,313,101,209,3,2020-05-01,23:52:00,3,0
Himachal Pradesh,40,11,28,1,2020-05-01,23:52:00,0,8
Jammu and Kashmir,614,390,216,8,2020-05-01,23:52:00,33,0
Jharkhand,111,88,20,3,2020-05-01,23:52:00,4,0
Karnataka,576,319,235,22,2020-05-01,23:52:00,19,0
Kerala,497,110,383,4,2020-05-01,23:52:00,1,0
Ladakh,22,6,16,0,2020-05-01,23:52:00,0,3
Madhya Pradesh,2719,2100,482,137,2020-05-01,23:52:00,59,0
Maharashtra,10498,8266,1773,459,2020-05-01,23:52:00,583,0
Manipur,2,0,2,0,2020-05-01,23:52:00,0,22
Meghalaya,12,11,0,1,2020-05-01,23:52:00,0,9
Mizoram,1,1,0,0,2020-05-01,23:52:00,0,37
Odisha,143,101,41,1,2020-05-01,23:52:00,15,0
Puducherry,8,3,5,0,2020-05-01,23:52:00,0,4
Punjab,357,248,90,19,2020-05-01,23:52:00,0,1
Rajasthan,2584,1690,836,58,2020-05-01,23:52:00,146,0
Tamil Nadu,2323,1038,1258,27,2020-05-01,23:52:00,161,0
Telengana,1039,572,441,26,2020-05-01,23:52:00,27,0
Tripura,2,0,2,0,2020-05-01,23:52:00,0,20
Uttarakhand,57,21,36,0,2020-05-01,23:52:00,2,0
Uttar Pradesh,2281,1685,555,41,2020-05-01,23:52:00,78,0
West Bengal,795,623,139,33,2020-05-01,23:52:00,37,0
Andaman and Nicobar Islands,33,17,16,0,2020-05-02,23:55:02,0,6
Andhra Pradesh,1525,1051,441,33,2020-05-02,23:55:02,62,0
Arunachal Pradesh,1,0,1,0,2020-05-02,23:55:02,0,29
Assam,43,10,32,1,2020-05-02,23:55:02,1,0
Bihar,471,370,98,3,2020-05-02,23:55:02,45,0
Chandigarh,88,71,17,0,2020-05-02,23:55:02,32,0
Chhattisgarh,43,7,36,0,2020-05-02,23:55:02,3,0
Delhi,3738,2510,1167,61,2020-05-02,23:55:02,223,0
Goa,7,0,7,0,2020-05-02,23:55:02,0,27
Gujarat,4721,3750,735,236,2020-05-02,23:55:02,326,0
Haryana,360,129,227,4,2020-05-02,23:55:02,47,0
Himachal Pradesh,40,9,30,1,2020-05-02,23:55:02,0,9
Jammu and Kashmir,639,384,247,8,2020-05-02,23:55:02,25,0
Jharkhand,111,88,20,3,2020-05-02,23:55:02,0,1
Karnataka,598,318,255,25,2020-05-02,23:55:02,22,0
Kerala,498,102,392,4,2020-05-02,23:55:02,1,0
Ladakh,22,5,17,0,2020-05-02,23:55:02,0,4
Madhya Pradesh,2719,2050,524,145,2020-05-02,23:55:02,0,1
Maharashtra,11506,9142,1879,485,2020-05-02,23:55:02,1008,0
Manipur,2,0,2,0,2020-05-02,23:55:02,0,23
Meghalaya,12,11,0,1,2020-05-02,23:55:02,0,10
Mizoram,1,1,0,0,2020-05-02,23:55:02,0,38
Odisha,154,98,55,1,2020-05-02,23:55:02,11,0
Puducherry,8,3,5,0,2020-05-02,23:55:02,0,5
Punjab,772,640,112,20,2020-05-02,23:55:02,415,0
Rajasthan,2666,1488,1116,62,2020-05-02,23:55:02,82,0
Tamil Nadu,2526,1186,1312,28,2020-05-02,23:55:02,203,0
Telengana,1057,590,441,26,2020-05-02,23:55:02,18,0
Tripura,2,0,2,0,2020-05-02,23:55:02,0,21
Uttarakhand,58,21,37,0,2020-05-02,23:55:02,1,0
Uttar Pradesh,2455,1756,656,43,2020-05-02,23:55:02,174,0
West Bengal,795,623,139,33,2020-05-02,23:55:02,0,1
Andaman and Nicobar Islands,33,16,17,0,2020-05-03,23:51:25,0,7
Andhra Pradesh,1583,1062,488,33,2020-05-03,23:51:25,58,0
Arunachal Pradesh,1,0,1,0,2020-05-03,23:51:25,0,30
Assam,43,10,32,1,2020-05-03,23:51:25,0,1
Bihar,482,361,117,4,2020-05-03,23:51:25,11,0
Chandigarh,94,75,19,0,2020-05-03,23:51:25,6,0
Chhattisgarh,43,7,36,0,2020-05-03,23:51:25,0,1
Delhi,4122,2802,1256,64,2020-05-03,23:51:25,384,0
Goa,7,0,7,0,2020-05-03,23:51:25,0,28
Gujarat,5055,3897,896,262,2020-05-03,23:51:25,334,0
Haryana,394,163,227,4,2020-05-03,23:51:25,34,0
Himachal Pradesh,40,6,33,1,2020-05-03,23:51:25,0,10
Jammu and Kashmir,666,404,254,8,2020-05-03,23:51:25,27,0
Jharkhand,115,90,22,3,2020-05-03,23:51:25,4,0
Karnataka,606,299,282,25,2020-05-03,23:51:25,8,0
Kerala,500,96,400,4,2020-05-03,23:51:25,2,0
Ladakh,40,23,17,0,2020-05-03,23:51:25,18,0
Madhya Pradesh,2846,1892,798,156,2020-05-03,23:51:25,127,0
Maharashtra,12296,9775,2000,521,2020-05-03,23:51:25,790,0
Manipur,2,0,2,0,2020-05-03,23:51:25,0,24
Meghalaya,12,11,0,1,2020-05-03,23:51:25,0,11
Mizoram,1,1,0,0,2020-05-03,23:51:25,0,39
Odisha,160,103,56,1,2020-05-03,23:51:25,6,0
Puducherry,8,3,5,0,2020-05-03,23:51:25,0,6
Punjab,772,640,112,20,2020-05-03,23:51:25,0,1
Rajasthan,2772,1586,1121,65,2020-05-03,23:51:25,106,0
Tamil Nadu,2757,1387,1341,29,2020-05-03,23:51:25,231,0
Telengana,1063,577,458,28,2020-05-03,23:51:25,6,0
Tripura,4,2,2,0,2020-05-03,23:51:25,2,0
Uttarakhand,59,20,39,0,2020-05-03,23:51:25,1,0
Uttar Pradesh,2626,1885,698,43,2020-05-03,23:51:25,171,0
West Bengal,922,738,151,33,2020-05-03,23:51:25,127,0
Andaman and Nicobar Islands,33,1,32,0,2020-05-04,23:58:27,0,8
Andhra Pradesh,1650,1090,524,36,2020-05-04,23:58:27,67,0
Arunachal Pradesh,1,0,1,0,2020-05-04,23:58:27,0,31
Assam,43,10,32,1,2020-05-04,23:58:27,0,2
Bihar,517,388,125,4,2020-05-04,23:58:27,35,0
Chandigarh,94,75,19,0,2020-05-04,23:58:27,0,1
Chhattisgarh,57,21,36,0,2020-05-04,23:58:27,14,0
Delhi,4549,3123,1362,64,2020-05-04,23:58:27,427,0
Goa,7,0,7,0,2020-05-04,23:58:27,0,29
Gujarat,5428,4096,1042,290,2020-05-04,23:58:27,373,0
Haryana,442,192,245,5,2020-05-04,23:58:27,48,0
Himachal Pradesh,40,5,34,1,2020-05-04,23:58:27,0,11
Jammu and Kashmir,701,406,287,8,2020-05-04,23:58:27,35,0
Jharkhand,115,90,22,3,2020-05-04,23:58:27,0,1
Karnataka,642,312,304,26,2020-05-04,23:58:27,36,0
Kerala,500,95,401,4,2020-05-04,23:58:27,0,1
Ladakh,41,24,17,0,2020-05-04,23:58:27,1,0
Madhya Pradesh,2942,1979,798,165,2020-05-04,23:58:27,96,0
Maharashtra,12974,10311,2115,548,2020-05-04,23:58:27,678,0
Manipur,2,0,2,0,2020-05-04,23:58:27,0,25
Meghalaya,12,11,0,1,2020-05-04,23:58:27,0,12
Mizoram,1,1,0,0,2020-05-04,23:58:27,0,40
Odisha,163,102,60,1,2020-05-04,23:58:27,3,0
Puducherry,8,3,5,0,2020-05-04,23:58:27,0,7
Punjab,1102,964,117,21,2020-05-04,23:58:27,330,0
Rajasthan,2886,1459,1356,71,2020-05-04,23:58:27,114,0
Tamil Nadu,3023,1614,1379,30,2020-05-04,23:58:27,266,0
Telengana,1082,563,490,29,2020-05-04,23:58:27,19,0
Tripura,16,14,2,0,2020-05-04,23:58:27,12,0
Uttarakhand,60,20,39,1,2020-05-04,23:58:27,1,0
Uttar Pradesh,2742,1939,758,45,2020-05-04,23:58:27,116,0
West Bengal,963,777,151,35,2020-05-04,23:58:27,41,0
Andaman and Nicobar Islands,33,1,32,0,2020-05-05,23:58:05,0,9
Andhra Pradesh,1717,1092,589,36,2020-05-05,23:58:05,67,0
Arunachal Pradesh,1,0,1,0,2020-05-05,23:58:05,0,32
Assam,43,10,32,1,2020-05-05,23:58:05,0,3
Bihar,529,395,130,4,2020-05-05,23:58:05,12,0
Chandigarh,102,80,21,1,2020-05-05,23:58:05,8,0
Chhattisgarh,58,22,36,0,2020-05-05,23:58:05,1,0
Delhi,4898,3403,1431,64,2020-05-05,23:58:05,349,0
Goa,7,0,7,0,2020-05-05,23:58:05,0,30
Gujarat,5804,4290,1195,319,2020-05-05,23:58:05,376,0
Haryana,517,257,254,6,2020-05-05,23:58:05,75,0
Himachal Pradesh,41,2,38,1,2020-05-05,23:58:05,1,0
Jammu and Kashmir,726,415,303,8,2020-05-05,23:58:05,25,0
Jharkhand,115,85,27,3,2020-05-05,23:58:05,0,2
Karnataka,659,307,324,28,2020-05-05,23:58:05,17,0
Kerala,500,34,462,4,2020-05-05,23:58:05,0,2
Ladakh,41,24,17,0,2020-05-05,23:58:05,0,1
Madhya Pradesh,3049,1873,1000,176,2020-05-05,23:58:05,107,0
Maharashtra,14541,11493,2465,583,2020-05-05,23:58:05,1567,0
Manipur,2,0,2,0,2020-05-05,23:58:05,0,26
Meghalaya,12,1,10,1,2020-05-05,23:58:05,0,13
Mizoram,1,1,0,0,2020-05-05,23:58:05,0,41
Odisha,170,109,60,1,2020-05-05,23:58:05,7,0
Puducherry,9,3,6,0,2020-05-05,23:58:05,1,0
Punjab,1233,1082,128,23,2020-05-05,23:58:05,131,0
Rajasthan,3061,1590,1394,77,2020-05-05,23:58:05,175,0
Tamil Nadu,3550,2110,1409,31,2020-05-05,23:58:05,527,0
Telengana,1085,471,585,29,2020-05-05,23:58:05,3,0
Tripura,29,27,2,0,2020-05-05,23:58:05,13,0
Uttarakhand,60,20,39,1,2020-05-05,23:58:05,0,1
Uttar Pradesh,2859,1862,944,53,2020-05-05,23:58:05,117,0
West Bengal,1259,908,218,133,2020-05-05,23:58:05,296,0
Andaman and Nicobar Islands,33,1,32,0,2020-05-06,23:55:06,0,10
Andhra Pradesh,1717,1092,589,36,2020-05-06,23:55:06,0,1
Arunachal Pradesh,1,0,1,0,2020-05-06,23:55:06,0,33
Assam,43,10,32,1,2020-05-06,23:55:06,0,4
Bihar,536,390,142,4,2020-05-06,23:55:06,7,0
Chandigarh,111,89,21,1,2020-05-06,23:55:06,9,0
Chhattisgarh,59,23,36,0,2020-05-06,23:55:06,1,0
Dadar Nagar Haveli,1,1,0,0,2020-05-06,23:55:06,0,0
Delhi,5104,3572,1468,64,2020-05-06,23:55:06,206,0
Goa,7,0,7,0,2020-05-06,23:55:06,0,31
Gujarat,6245,4496,1381,368,2020-05-06,23:55:06,441,0
Haryana,548,286,256,6,2020-05-06,23:55:06,31,0
Himachal Pradesh,42,2,38,2,2020-05-06,23:55:06,1,0
Jammu and Kashmir,741,413,320,8,2020-05-06,23:55:06,15,0
Jharkhand,125,89,33,3,2020-05-06,23:55:06,10,0
Karnataka,671,311,331,29,2020-05-06,23:55:06,12,0
Kerala,502,36,462,4,2020-05-06,23:55:06,2,0
Ladakh,41,24,17,0,2020-05-06,23:55:06,0,2
Madhya Pradesh,3049,1873,1000,176,2020-05-06,23:55:06,0,1
Maharashtra,15525,12089,2819,617,2020-05-06,23:55:06,984,0
Manipur,2,0,2,0,2020-05-06,23:55:06,0,27
Meghalaya,12,1,10,1,2020-05-06,23:55:06,0,14
Mizoram,1,1,0,0,2020-05-06,23:55:06,0,42
Odisha,175,114,60,1,2020-05-06,23:55:06,5,0
Puducherry,9,3,6,0,2020-05-06,23:55:06,0,1
Punjab,1451,1293,133,25,2020-05-06,23:55:06,218,0
Rajasthan,3158,1544,1525,89,2020-05-06,23:55:06,97,0
Tamil Nadu,4058,2540,1485,33,2020-05-06,23:55:06,508,0
Telengana,1096,482,585,29,2020-05-06,23:55:06,11,0
Tripura,43,41,2,0,2020-05-06,23:55:06,14,0
Uttarakhand,61,21,39,1,2020-05-06,23:55:06,1,0
Uttar Pradesh,2880,1837,987,56,2020-05-06,23:55:06,21,0
West Bengal,1344,840,364,140,2020-05-06,23:55:06,85,0
